LSOA21CD,LSOA21NM,household_single_person_aged_66_over,household_couple_with_dependent_children,household_lone_parent_with_dependent_children
E01003707,Redbridge 008A,44,121,27
E01003708,Redbridge 008B,56,176,83
E01003709,Redbridge 008C,63,156,25
E01003710,Redbridge 008D,83,89,13
E01003711,Redbridge 010C,76,169,43
E01003712,Redbridge 010D,88,94,49
E01003713,Redbridge 034A,32,115,20
E01003714,Redbridge 034B,47,216,32
E01003715,Redbridge 034C,33,146,33
E01003716,Redbridge 034D,65,116,24
E01003718,Redbridge 034E,26,224,66
E01003719,Redbridge 034F,44,193,63
E01003720,Redbridge 002A,133,129,60
E01003721,Redbridge 003A,80,138,84
E01003722,Redbridge 002B,62,216,69
E01003723,Redbridge 002C,75,148,64
E01003724,Redbridge 003B,41,134,29
E01003725,Redbridge 003C,57,134,95
E01003726,Redbridge 002D,43,260,70
E01003727,Redbridge 003D,62,124,59
E01003729,Redbridge 032B,40,138,33
E01003730,Redbridge 032C,13,139,33
E01003731,Redbridge 033A,29,107,37
E01003732,Redbridge 032D,14,179,113
E01003733,Redbridge 032E,24,137,40
E01003734,Redbridge 033B,32,126,38
E01003735,Redbridge 033C,86,145,104
E01003736,Redbridge 033D,15,143,43
E01003737,Redbridge 031A,63,142,41
E01003738,Redbridge 031B,53,182,33
E01003739,Redbridge 031C,62,192,43
E01003740,Redbridge 031D,49,151,27
E01003741,Redbridge 031E,96,149,72
E01003742,Redbridge 031F,35,195,36
E01003743,Redbridge 031G,36,134,39
E01003744,Redbridge 001A,111,131,20
E01003745,Redbridge 001B,41,135,13
E01003746,Redbridge 001C,122,143,22
E01003747,Redbridge 001D,66,147,9
E01003748,Redbridge 001E,71,151,17
E01003749,Redbridge 001F,83,140,60
E01003750,Redbridge 001G,197,157,42
E01003751,Redbridge 020A,44,166,45
E01003752,Redbridge 023A,43,227,32
E01003753,Redbridge 020B,49,203,37
E01003754,Redbridge 020C,75,104,25
E01003755,Redbridge 023B,30,215,43
E01003756,Redbridge 023C,51,199,71
E01003757,Redbridge 020D,41,159,49
E01003759,Redbridge 009A,62,176,12
E01003760,Redbridge 009B,45,158,53
E01003761,Redbridge 009C,47,150,128
E01003762,Redbridge 009D,64,184,39
E01003763,Redbridge 009E,73,186,34
E01003764,Redbridge 009F,82,215,60
E01003765,Redbridge 009G,43,194,55
E01003766,Redbridge 024A,41,207,27
E01003767,Redbridge 024B,54,186,79
E01003768,Redbridge 024C,47,150,57
E01003769,Redbridge 022A,26,163,51
E01003770,Redbridge 022B,37,260,65
E01003771,Redbridge 022C,35,133,43
E01003772,Redbridge 024D,31,150,29
E01003773,Redbridge 022D,46,173,29
E01003774,Redbridge 014A,108,213,42
E01003775,Redbridge 014B,75,121,33
E01003776,Redbridge 014C,247,95,48
E01003777,Redbridge 014D,103,134,25
E01003778,Redbridge 014E,133,167,32
E01003779,Redbridge 014F,142,139,38
E01003780,Redbridge 014G,44,134,14
E01003781,Redbridge 026A,28,173,53
E01003782,Redbridge 026B,27,157,39
E01003783,Redbridge 029A,83,234,94
E01003784,Redbridge 029B,25,140,37
E01003785,Redbridge 029C,32,163,55
E01003786,Redbridge 026C,22,146,19
E01003787,Redbridge 026D,39,129,24
E01003788,Redbridge 029D,32,186,63
E01003789,Redbridge 018A,72,113,25
E01003790,Redbridge 027A,65,156,24
E01003791,Redbridge 027B,59,138,18
E01003792,Redbridge 027C,43,146,17
E01003793,Redbridge 027D,120,135,64
E01003794,Redbridge 018B,98,176,28
E01003795,Redbridge 018C,42,136,12
E01003796,Redbridge 018D,65,156,28
E01003797,Richmond upon Thames 001A,82,165,19
E01003798,Richmond upon Thames 001B,112,119,33
E01003799,Richmond upon Thames 001C,70,166,19
E01003800,Richmond upon Thames 001D,81,136,42
E01003801,Richmond upon Thames 001E,74,124,17
E01003802,Richmond upon Thames 001F,96,146,29
E01003803,Richmond upon Thames 001G,72,121,58
E01003804,Richmond upon Thames 005A,83,241,40
E01003805,Richmond upon Thames 012A,64,233,12
E01003806,Richmond upon Thames 012B,52,175,15
E01003807,Richmond upon Thames 005B,96,208,36
E01003808,Richmond upon Thames 005C,117,250,34
E01003809,Richmond upon Thames 005D,74,198,20
E01003810,Richmond upon Thames 019A,52,189,35
E01003811,Richmond upon Thames 018A,65,256,51
E01003812,Richmond upon Thames 018B,60,219,38
E01003813,Richmond upon Thames 019B,83,180,25
E01003814,Richmond upon Thames 019C,102,150,29
E01003815,Richmond upon Thames 019D,165,184,67
E01003816,Richmond upon Thames 012C,83,210,31
E01003817,Richmond upon Thames 012D,168,193,45
E01003818,Richmond upon Thames 017A,111,177,52
E01003819,Richmond upon Thames 017B,98,146,75
E01003820,Richmond upon Thames 017C,92,217,76
E01003821,Richmond upon Thames 008A,92,191,33
E01003822,Richmond upon Thames 023A,48,149,14
E01003823,Richmond upon Thames 023B,125,108,20
E01003824,Richmond upon Thames 023C,80,200,27
E01003825,Richmond upon Thames 023D,65,228,23
E01003826,Richmond upon Thames 023E,110,147,68
E01003827,Richmond upon Thames 023F,121,197,55
E01003828,Richmond upon Thames 020A,86,152,32
E01003829,Richmond upon Thames 020B,113,133,65
E01003830,Richmond upon Thames 020C,87,192,43
E01003831,Richmond upon Thames 020D,95,168,55
E01003832,Richmond upon Thames 020E,105,93,61
E01003833,Richmond upon Thames 020F,91,114,49
E01003834,Richmond upon Thames 022A,82,115,43
E01003835,Richmond upon Thames 022B,40,218,24
E01003836,Richmond upon Thames 022C,121,133,39
E01003837,Richmond upon Thames 022D,118,206,52
E01003838,Richmond upon Thames 022E,79,196,36
E01003839,Richmond upon Thames 022F,114,225,77
E01003840,Richmond upon Thames 013A,50,166,26
E01003841,Richmond upon Thames 013B,84,189,100
E01003842,Richmond upon Thames 013C,57,164,52
E01003843,Richmond upon Thames 013D,99,161,73
E01003844,Richmond upon Thames 013E,71,133,24
E01003845,Richmond upon Thames 013F,95,156,15
E01003846,Richmond upon Thames 002A,67,194,16
E01003847,Richmond upon Thames 002B,132,138,20
E01003848,Richmond upon Thames 004A,70,205,40
E01003849,Richmond upon Thames 002C,87,157,20
E01003851,Richmond upon Thames 002D,92,168,14
E01003852,Richmond upon Thames 003A,112,116,20
E01003853,Richmond upon Thames 003B,100,135,32
E01003854,Richmond upon Thames 003C,78,131,33
E01003855,Richmond upon Thames 003D,105,143,89
E01003856,Richmond upon Thames 003E,71,186,56
E01003857,Richmond upon Thames 003F,89,256,38
E01003858,Richmond upon Thames 003G,78,230,25
E01003859,Richmond upon Thames 005E,72,214,29
E01003860,Richmond upon Thames 002E,64,157,19
E01003861,Richmond upon Thames 004C,91,199,34
E01003862,Richmond upon Thames 004D,87,182,82
E01003863,Richmond upon Thames 004E,138,153,31
E01003864,Richmond upon Thames 002F,91,160,22
E01003865,Richmond upon Thames 004F,60,140,46
E01003866,Richmond upon Thames 007A,60,239,19
E01003867,Richmond upon Thames 011A,53,167,27
E01003868,Richmond upon Thames 007B,60,183,22
E01003869,Richmond upon Thames 011B,79,172,39
E01003870,Richmond upon Thames 011C,62,267,31
E01003871,Richmond upon Thames 007C,59,207,49
E01003872,Richmond upon Thames 007D,57,155,31
E01003873,Richmond upon Thames 006A,122,142,28
E01003874,Richmond upon Thames 006B,93,154,21
E01003875,Richmond upon Thames 006C,86,200,32
E01003876,Richmond upon Thames 008B,122,131,24
E01003877,Richmond upon Thames 008C,120,164,15
E01003878,Richmond upon Thames 006D,103,107,30
E01003879,Richmond upon Thames 008D,63,163,26
E01003880,Richmond upon Thames 016A,45,184,22
E01003881,Richmond upon Thames 016B,70,109,14
E01003882,Richmond upon Thames 014A,101,237,25
E01003883,Richmond upon Thames 014B,93,261,54
E01003884,Richmond upon Thames 016C,119,173,32
E01003885,Richmond upon Thames 016D,73,154,36
E01003886,Richmond upon Thames 021A,59,181,31
E01003887,Richmond upon Thames 021B,107,188,26
E01003888,Richmond upon Thames 021C,158,177,57
E01003889,Richmond upon Thames 021D,107,156,22
E01003890,Richmond upon Thames 018C,79,197,26
E01003891,Richmond upon Thames 018D,150,150,32
E01003892,Richmond upon Thames 009A,134,235,36
E01003893,Richmond upon Thames 009B,104,142,19
E01003894,Richmond upon Thames 009C,84,171,19
E01003895,Richmond upon Thames 009D,76,185,54
E01003896,Richmond upon Thames 014C,93,149,38
E01003897,Richmond upon Thames 014D,93,195,36
E01003898,Richmond upon Thames 015A,69,177,50
E01003899,Richmond upon Thames 015B,66,181,48
E01003900,Richmond upon Thames 015C,76,158,41
E01003901,Richmond upon Thames 015D,54,255,31
E01003902,Richmond upon Thames 015E,66,184,24
E01003903,Richmond upon Thames 015F,46,178,50
E01003904,Richmond upon Thames 015G,74,213,42
E01003905,Richmond upon Thames 010A,72,113,29
E01003906,Richmond upon Thames 010B,83,160,37
E01003907,Richmond upon Thames 010C,77,138,52
E01003908,Richmond upon Thames 010D,93,165,18
E01003909,Richmond upon Thames 010E,85,150,33
E01003910,Richmond upon Thames 011D,111,189,21
E01003911,Southwark 020A,42,90,111
E01003912,Southwark 019A,30,101,160
E01003913,Southwark 024A,59,114,77
E01003914,Southwark 024B,62,105,40
E01003915,Southwark 024C,52,75,74
E01003916,Southwark 020B,50,104,74
E01003917,Southwark 020C,100,75,79
E01003918,Southwark 020D,105,52,75
E01003919,Southwark 021A,56,71,38
E01003920,Southwark 021B,61,93,129
E01003921,Southwark 021C,55,79,90
E01003922,Southwark 021D,68,99,144
E01003923,Southwark 017A,61,61,57
E01003924,Southwark 021E,104,98,136
E01003925,Southwark 020E,63,114,86
E01003926,Southwark 021F,62,62,68
E01003929,Southwark 002B,64,64,49
E01003930,Southwark 034A,47,75,84
E01003932,Southwark 034B,32,48,94
E01003933,Southwark 034C,50,64,56
E01003934,Southwark 002C,116,54,33
E01003935,Southwark 002D,53,49,24
E01003936,Southwark 009A,39,75,11
E01003937,Southwark 009B,31,46,29
E01003938,Southwark 006A,39,62,75
E01003939,Southwark 002E,25,55,50
E01003940,Southwark 006B,49,56,85
E01003941,Southwark 006C,48,86,63
E01003942,Southwark 006D,50,87,87
E01003943,Southwark 009C,41,76,61
E01003945,Southwark 033A,70,158,65
E01003946,Southwark 033B,99,171,60
E01003947,Southwark 033C,41,89,149
E01003948,Southwark 033D,71,138,83
E01003949,Southwark 032A,63,150,57
E01003950,Southwark 032B,60,128,96
E01003951,Southwark 033E,73,111,35
E01003952,Southwark 030A,48,144,41
E01003953,Southwark 028A,72,149,28
E01003954,Southwark 030B,50,174,25
E01003955,Southwark 028B,76,176,33
E01003956,Southwark 030C,50,197,30
E01003957,Southwark 032C,42,194,30
E01003958,Southwark 032D,55,158,44
E01003960,Southwark 012A,51,67,60
E01003961,Southwark 012B,120,97,119
E01003963,Southwark 016A,43,77,100
E01003966,Southwark 015B,74,88,82
E01003969,Southwark 017B,71,86,71
E01003971,Southwark 015D,30,66,124
E01003972,Southwark 016D,36,67,106
E01003973,Southwark 016E,62,77,88
E01003975,Southwark 004A,39,83,110
E01003976,Southwark 036D,63,101,123
E01003977,Southwark 010A,68,94,81
E01003979,Southwark 006E,45,76,66
E01003980,Southwark 013A,84,80,79
E01003981,Southwark 006F,69,48,49
E01003983,Southwark 018A,31,95,145
E01003984,Southwark 023A,106,107,83
E01003986,Southwark 011A,91,81,92
E01003987,Southwark 011B,93,79,100
E01003988,Southwark 018B,118,66,112
E01003989,Southwark 018C,43,117,116
E01003990,Southwark 018D,60,112,123
E01003991,Southwark 017C,104,53,48
E01003992,Southwark 014A,105,83,95
E01003993,Southwark 017D,56,86,135
E01003994,Southwark 012E,61,64,62
E01003995,Southwark 014B,75,55,69
E01003997,Southwark 017E,36,44,60
E01003998,Southwark 014D,55,61,48
E01003999,Southwark 014E,41,77,77
E01004000,Southwark 026A,74,121,76
E01004001,Southwark 026B,96,98,73
E01004002,Southwark 029A,55,181,42
E01004003,Southwark 023B,72,88,86
E01004004,Southwark 023C,84,121,141
E01004005,Southwark 023D,78,83,139
E01004006,Southwark 023E,58,129,63
E01004007,Southwark 018E,41,64,101
E01004008,Southwark 022B,53,99,114
E01004010,Southwark 022D,44,80,81
E01004011,Southwark 019B,61,84,114
E01004012,Southwark 019C,37,103,102
E01004013,Southwark 019D,33,61,76
E01004014,Southwark 019E,59,116,125
E01004015,Southwark 028C,49,124,54
E01004016,Southwark 029B,73,237,76
E01004017,Southwark 029C,40,156,50
E01004018,Southwark 032E,57,200,46
E01004019,Southwark 026C,52,145,76
E01004020,Southwark 029D,73,105,134
E01004021,Southwark 028D,60,157,52
E01004023,Southwark 004D,75,76,57
E01004024,Southwark 011C,80,75,105
E01004028,Southwark 004E,58,136,115
E01004029,Southwark 001A,26,122,61
E01004030,Southwark 007A,64,60,58
E01004031,Southwark 007B,65,107,64
E01004032,Southwark 001B,26,100,13
E01004033,Southwark 007C,82,104,105
E01004034,Southwark 007D,39,74,101
E01004035,Southwark 011D,78,69,46
E01004036,Southwark 007E,57,106,134
E01004037,Southwark 010B,38,136,95
E01004038,Southwark 010C,25,125,121
E01004039,Southwark 013B,18,88,53
E01004040,Southwark 013C,89,76,142
E01004041,Southwark 013D,54,113,59
E01004042,Southwark 010D,86,71,87
E01004043,Southwark 010E,52,69,31
E01004044,Southwark 013E,35,65,83
E01004045,Southwark 027A,35,99,114
E01004046,Southwark 028E,35,139,27
E01004047,Southwark 027B,52,78,70
E01004048,Southwark 027C,40,144,65
E01004049,Southwark 027D,29,92,73
E01004050,Southwark 024D,37,83,26
E01004051,Southwark 027E,66,95,31
E01004052,Southwark 024E,54,128,41
E01004053,Southwark 001C,43,125,25
E01004054,Southwark 001D,33,99,27
E01004055,Southwark 001E,69,72,53
E01004056,Southwark 008A,58,141,43
E01004057,Southwark 008B,48,182,65
E01004058,Southwark 008C,28,81,15
E01004059,Southwark 008D,19,108,46
E01004060,Southwark 008E,56,80,81
E01004061,Southwark 025A,53,115,40
E01004062,Southwark 025B,61,113,107
E01004063,Southwark 025C,94,134,44
E01004064,Southwark 026D,77,102,88
E01004065,Southwark 025D,37,120,17
E01004066,Southwark 025E,48,129,101
E01004067,Southwark 022E,48,108,108
E01004068,Southwark 026E,129,80,74
E01004069,Southwark 031A,54,147,15
E01004070,Southwark 031B,67,213,51
E01004071,Southwark 030D,64,127,47
E01004072,Southwark 030E,50,184,30
E01004073,Southwark 031C,61,223,38
E01004074,Southwark 031D,73,178,30
E01004075,Southwark 031E,63,214,36
E01004076,Sutton 011A,86,139,44
E01004077,Sutton 011B,74,156,41
E01004078,Sutton 011C,48,175,77
E01004079,Sutton 011D,39,135,14
E01004080,Sutton 011E,76,114,12
E01004081,Sutton 011F,56,184,53
E01004082,Sutton 011G,51,135,20
E01004083,Sutton 019A,77,87,96
E01004084,Sutton 024A,59,110,8
E01004085,Sutton 024B,69,126,15
E01004086,Sutton 019B,53,202,61
E01004087,Sutton 017A,56,129,16
E01004088,Sutton 019C,72,106,130
E01004089,Sutton 019D,52,98,100
E01004090,Sutton 021A,86,106,76
E01004091,Sutton 022A,60,118,15
E01004092,Sutton 022B,68,142,18
E01004093,Sutton 025A,68,203,33
E01004094,Sutton 025B,91,205,50
E01004095,Sutton 025C,77,152,22
E01004096,Sutton 021B,79,130,53
E01004097,Sutton 015A,72,180,29
E01004098,Sutton 015B,58,133,23
E01004099,Sutton 015C,111,138,77
E01004100,Sutton 015D,62,179,37
E01004101,Sutton 013A,80,140,24
E01004102,Sutton 015E,69,173,25
E01004103,Sutton 013B,81,187,44
E01004104,Sutton 020A,59,176,19
E01004105,Sutton 022C,60,214,42
E01004106,Sutton 022D,40,164,12
E01004107,Sutton 020B,64,167,53
E01004108,Sutton 024C,66,219,34
E01004109,Sutton 024D,65,155,63
E01004110,Sutton 016A,106,164,68
E01004111,Sutton 016B,151,174,27
E01004112,Sutton 016C,103,171,19
E01004114,Sutton 025D,47,141,9
E01004115,Sutton 009A,83,204,29
E01004116,Sutton 008A,146,140,20
E01004117,Sutton 006A,47,147,13
E01004118,Sutton 009B,102,169,46
E01004119,Sutton 009C,40,153,23
E01004120,Sutton 016D,72,145,9
E01004121,Sutton 006B,84,170,26
E01004122,Sutton 008B,83,141,10
E01004123,Sutton 002A,50,198,85
E01004124,Sutton 002B,50,175,67
E01004125,Sutton 001A,82,129,66
E01004126,Sutton 002C,43,145,70
E01004127,Sutton 005A,61,178,58
E01004128,Sutton 002D,44,103,59
E01004129,Sutton 002E,95,152,78
E01004130,Sutton 003A,94,157,30
E01004131,Sutton 003B,65,202,44
E01004132,Sutton 009D,52,173,25
E01004133,Sutton 009E,55,179,19
E01004134,Sutton 003C,53,133,33
E01004135,Sutton 003D,63,139,12
E01004136,Sutton 003E,57,137,23
E01004137,Sutton 012A,81,256,72
E01004138,Sutton 013C,61,191,70
E01004139,Sutton 013D,62,141,48
E01004140,Sutton 012B,85,160,81
E01004141,Sutton 012C,115,160,102
E01004143,Sutton 014A,82,165,31
E01004144,Sutton 007A,69,168,22
E01004145,Sutton 007B,89,255,49
E01004146,Sutton 007C,92,202,43
E01004147,Sutton 007D,89,139,26
E01004148,Sutton 014B,98,201,90
E01004149,Sutton 012E,119,166,55
E01004150,Sutton 021C,238,168,58
E01004151,Sutton 021D,77,181,56
E01004152,Sutton 018A,160,162,55
E01004153,Sutton 021E,118,233,43
E01004154,Sutton 022E,75,153,17
E01004155,Sutton 018B,95,199,62
E01004156,Sutton 018C,119,216,57
E01004157,Sutton 016E,47,132,13
E01004158,Sutton 018D,106,125,34
E01004159,Sutton 014C,71,164,43
E01004160,Sutton 014D,53,165,45
E01004161,Sutton 014E,63,167,45
E01004162,Sutton 018E,90,170,56
E01004163,Sutton 005B,65,166,42
E01004164,Sutton 004A,80,132,33
E01004165,Sutton 005C,64,141,78
E01004166,Sutton 004B,87,159,36
E01004167,Sutton 005D,79,134,85
E01004168,Sutton 013E,74,159,30
E01004169,Sutton 004C,40,226,89
E01004170,Sutton 017B,83,216,69
E01004171,Sutton 010A,66,165,22
E01004172,Sutton 010B,87,194,113
E01004173,Sutton 010C,81,119,35
E01004174,Sutton 017C,76,153,48
E01004175,Sutton 010D,72,165,47
E01004176,Sutton 010E,54,158,35
E01004177,Sutton 020C,286,133,75
E01004178,Sutton 017D,144,235,98
E01004179,Sutton 017E,60,169,19
E01004180,Sutton 020D,76,148,17
E01004181,Sutton 020E,144,148,66
E01004182,Sutton 019E,61,173,103
E01004183,Sutton 001B,63,147,66
E01004184,Sutton 001C,49,174,89
E01004185,Sutton 001D,31,189,115
E01004186,Sutton 004D,51,178,62
E01004187,Sutton 005E,78,147,48
E01004189,Sutton 001E,82,170,87
E01004190,Sutton 008C,53,131,8
E01004191,Sutton 008D,87,197,47
E01004192,Sutton 006C,60,206,52
E01004193,Sutton 006D,80,348,96
E01004194,Sutton 008E,91,146,53
E01004195,Sutton 006E,97,153,51
E01004196,Sutton 008F,75,164,24
E01004198,Tower Hamlets 002B,73,78,48
E01004199,Tower Hamlets 002C,45,104,45
E01004200,Tower Hamlets 005A,15,68,15
E01004201,Tower Hamlets 002D,53,93,46
E01004202,Tower Hamlets 005B,35,138,36
E01004203,Tower Hamlets 005C,42,90,32
E01004204,Tower Hamlets 005D,58,125,41
E01004205,Tower Hamlets 013A,31,164,48
E01004206,Tower Hamlets 013B,23,92,33
E01004207,Tower Hamlets 011A,39,78,69
E01004208,Tower Hamlets 013C,22,64,41
E01004209,Tower Hamlets 011B,19,125,41
E01004211,Tower Hamlets 013D,32,65,34
E01004212,Tower Hamlets 011D,31,134,36
E01004214,Tower Hamlets 030A,58,122,70
E01004216,Tower Hamlets 030B,63,152,42
E01004217,Tower Hamlets 030C,68,149,55
E01004218,Tower Hamlets 030D,55,158,40
E01004219,Tower Hamlets 035B,20,192,91
E01004221,Tower Hamlets 036A,47,133,56
E01004222,Tower Hamlets 001A,129,161,88
E01004223,Tower Hamlets 001B,128,157,78
E01004226,Tower Hamlets 001D,39,177,89
E01004228,Tower Hamlets 003A,58,118,46
E01004229,Tower Hamlets 004C,29,85,27
E01004230,Tower Hamlets 003B,71,145,54
E01004231,Tower Hamlets 004D,51,101,44
E01004232,Tower Hamlets 003C,41,110,21
E01004233,Tower Hamlets 003D,107,115,62
E01004234,Tower Hamlets 003E,49,167,47
E01004235,Tower Hamlets 008A,34,122,52
E01004236,Tower Hamlets 008B,25,132,42
E01004237,Tower Hamlets 008C,33,125,65
E01004239,Tower Hamlets 008E,40,99,54
E01004240,Tower Hamlets 012A,32,133,61
E01004241,Tower Hamlets 012B,34,141,69
E01004243,Tower Hamlets 020A,25,109,34
E01004244,Tower Hamlets 020B,72,120,56
E01004245,Tower Hamlets 018A,26,204,112
E01004247,Tower Hamlets 020C,45,187,84
E01004248,Tower Hamlets 018C,36,148,97
E01004249,Tower Hamlets 018D,41,185,101
E01004251,Tower Hamlets 023A,51,210,81
E01004255,Tower Hamlets 023C,34,102,36
E01004256,Tower Hamlets 024C,52,132,43
E01004257,Tower Hamlets 024D,32,184,95
E01004258,Tower Hamlets 023D,57,94,21
E01004259,Tower Hamlets 007A,44,105,40
E01004260,Tower Hamlets 007B,36,148,42
E01004263,Tower Hamlets 007C,45,90,44
E01004264,Tower Hamlets 010C,31,115,37
E01004266,Tower Hamlets 007D,55,82,42
E01004267,Tower Hamlets 012D,35,130,67
E01004268,Tower Hamlets 012E,40,116,62
E01004270,Tower Hamlets 014B,21,127,44
E01004271,Tower Hamlets 014C,36,215,73
E01004272,Tower Hamlets 014D,34,233,72
E01004274,Tower Hamlets 031A,25,115,44
E01004275,Tower Hamlets 031B,38,228,93
E01004276,Tower Hamlets 031C,25,184,29
E01004277,Tower Hamlets 033A,14,85,21
E01004280,Tower Hamlets 032A,46,140,61
E01004281,Tower Hamlets 031D,17,134,38
E01004283,Tower Hamlets 016A,47,140,46
E01004286,Tower Hamlets 019C,53,149,68
E01004287,Tower Hamlets 016B,147,193,53
E01004288,Tower Hamlets 019D,32,127,104
E01004289,Tower Hamlets 016C,61,122,31
E01004290,Tower Hamlets 016D,63,124,46
E01004291,Tower Hamlets 027A,66,113,27
E01004292,Tower Hamlets 026A,36,111,8
E01004293,Tower Hamlets 027B,74,105,18
E01004295,Tower Hamlets 026C,38,177,58
E01004296,Tower Hamlets 026D,59,150,57
E01004297,Tower Hamlets 027C,44,99,19
E01004298,Tower Hamlets 022A,44,75,41
E01004300,Tower Hamlets 022B,55,106,52
E01004301,Tower Hamlets 025B,25,98,23
E01004302,Tower Hamlets 025C,7,144,49
E01004303,Tower Hamlets 025D,67,219,79
E01004304,Tower Hamlets 022C,47,132,37
E01004305,Tower Hamlets 022D,73,140,40
E01004306,Tower Hamlets 015A,35,79,21
E01004307,Tower Hamlets 015B,29,55,23
E01004308,Tower Hamlets 015C,25,88,23
E01004309,Tower Hamlets 015D,37,153,40
E01004310,Tower Hamlets 015E,30,92,38
E01004311,Tower Hamlets 006A,74,118,54
E01004312,Tower Hamlets 009A,28,101,46
E01004313,Tower Hamlets 009B,40,157,84
E01004315,Tower Hamlets 006C,68,99,24
E01004316,Tower Hamlets 009C,17,66,22
E01004319,Tower Hamlets 021A,23,158,45
E01004321,Tower Hamlets 021C,56,127,47
E01004322,Tower Hamlets 017A,44,89,25
E01004323,Tower Hamlets 017B,24,89,33
E01004324,Tower Hamlets 017C,31,105,31
E01004326,Tower Hamlets 017D,38,136,57
E01004327,Waltham Forest 028A,62,76,31
E01004328,Waltham Forest 028B,35,136,59
E01004329,Waltham Forest 028C,41,128,54
E01004330,Waltham Forest 028D,52,142,32
E01004331,Waltham Forest 028E,39,124,62
E01004332,Waltham Forest 028F,28,121,54
E01004333,Waltham Forest 024A,38,156,69
E01004334,Waltham Forest 024B,70,93,93
E01004335,Waltham Forest 027A,33,93,95
E01004336,Waltham Forest 026A,77,74,30
E01004337,Waltham Forest 027B,63,114,53
E01004338,Waltham Forest 027C,33,93,36
E01004339,Waltham Forest 027D,35,167,41
E01004340,Waltham Forest 027E,58,95,97
E01004341,Waltham Forest 027F,66,80,76
E01004342,Waltham Forest 011A,42,176,70
E01004343,Waltham Forest 008A,50,158,43
E01004344,Waltham Forest 008B,44,169,79
E01004345,Waltham Forest 010A,45,154,41
E01004346,Waltham Forest 011B,41,179,52
E01004347,Waltham Forest 011C,64,234,70
E01004348,Waltham Forest 010B,56,230,123
E01004349,Waltham Forest 001A,58,130,48
E01004350,Waltham Forest 001B,309,121,55
E01004351,Waltham Forest 001C,85,143,28
E01004352,Waltham Forest 002A,130,135,24
E01004353,Waltham Forest 002B,125,143,37
E01004354,Waltham Forest 002C,70,191,53
E01004355,Waltham Forest 004A,79,139,87
E01004356,Waltham Forest 001D,65,126,46
E01004357,Waltham Forest 001E,72,116,39
E01004358,Waltham Forest 002D,139,161,64
E01004359,Waltham Forest 002E,65,154,30
E01004360,Waltham Forest 004B,59,106,21
E01004361,Waltham Forest 005A,61,120,18
E01004362,Waltham Forest 021A,57,145,39
E01004363,Waltham Forest 019A,44,134,33
E01004364,Waltham Forest 019B,37,143,63
E01004365,Waltham Forest 020A,40,130,81
E01004366,Waltham Forest 019C,63,144,19
E01004367,Waltham Forest 019D,39,128,28
E01004368,Waltham Forest 019E,48,143,40
E01004369,Waltham Forest 023A,23,139,40
E01004370,Waltham Forest 023B,42,174,48
E01004371,Waltham Forest 025A,36,114,44
E01004372,Waltham Forest 023C,41,128,30
E01004373,Waltham Forest 025B,39,134,41
E01004374,Waltham Forest 025C,41,145,30
E01004375,Waltham Forest 025D,35,131,37
E01004376,Waltham Forest 025E,39,86,34
E01004377,Waltham Forest 010C,53,163,47
E01004378,Waltham Forest 010D,47,160,47
E01004379,Waltham Forest 007A,45,192,35
E01004380,Waltham Forest 007B,54,158,55
E01004381,Waltham Forest 007C,41,181,57
E01004382,Waltham Forest 008C,38,138,102
E01004383,Waltham Forest 007D,51,175,35
E01004384,Waltham Forest 003A,85,150,101
E01004385,Waltham Forest 003B,96,127,66
E01004386,Waltham Forest 003C,92,149,16
E01004387,Waltham Forest 007E,49,146,17
E01004388,Waltham Forest 007F,60,138,59
E01004389,Waltham Forest 003D,83,124,54
E01004390,Waltham Forest 003E,84,127,59
E01004391,Waltham Forest 014A,52,146,95
E01004392,Waltham Forest 017A,41,192,74
E01004393,Waltham Forest 014B,93,92,82
E01004394,Waltham Forest 017B,53,120,75
E01004395,Waltham Forest 018A,40,161,24
E01004396,Waltham Forest 012A,50,156,37
E01004397,Waltham Forest 017C,50,179,80
E01004398,Waltham Forest 009A,69,117,76
E01004399,Waltham Forest 009B,39,121,82
E01004400,Waltham Forest 009C,42,166,50
E01004401,Waltham Forest 014C,55,221,70
E01004402,Waltham Forest 009D,60,153,63
E01004403,Waltham Forest 009E,45,235,93
E01004404,Waltham Forest 014D,59,227,173
E01004405,Waltham Forest 020B,32,146,44
E01004406,Waltham Forest 016A,40,123,48
E01004407,Waltham Forest 013A,47,88,88
E01004408,Waltham Forest 016B,50,135,61
E01004409,Waltham Forest 016C,81,108,88
E01004410,Waltham Forest 013B,117,133,71
E01004411,Waltham Forest 016D,31,195,35
E01004412,Waltham Forest 015A,50,162,41
E01004413,Waltham Forest 004C,154,91,56
E01004414,Waltham Forest 005B,75,139,51
E01004415,Waltham Forest 004D,106,103,35
E01004416,Waltham Forest 004E,69,164,43
E01004417,Waltham Forest 005C,98,150,41
E01004418,Waltham Forest 008D,55,149,67
E01004419,Waltham Forest 008E,48,232,93
E01004420,Waltham Forest 020C,43,115,55
E01004421,Waltham Forest 018B,38,127,14
E01004422,Waltham Forest 022A,37,187,81
E01004423,Waltham Forest 020D,64,134,79
E01004424,Waltham Forest 022B,33,116,64
E01004425,Waltham Forest 022C,39,164,99
E01004426,Waltham Forest 022D,41,113,34
E01004427,Waltham Forest 022E,45,160,73
E01004428,Waltham Forest 026B,48,130,102
